neighbourhoodsustainabilityinurbanrenewal.txt, 25
MarshallToffel-2005-FramingtheelusiveconceptofsustainabilityAsustainabilityhierarchy.txt, 25
Berardi-2013-Sustainabilityassessmentofurbancommunitiesthroughratingsystems.txt, 25
PathwayDecember-2012-ANeighbourhoodSustainabilityFrameworkforNewZealandBeaconsresearchandtools.txt, 25
ECOCITY_FinalReport.txt, 25
VicUrbanSustainabilityCharter.txt, 25
SullivanRidin-2014-NeighbourhoodSustainabilityFrameworks-ALiteratureReview.txt, 25
Report_NH20123_A_Neighbourhood_Sustainability_Framework_for_New_Zealand.txt, 25
Berardi-2015-Sustainabilityassessmentsofbuildingscommunitiesandcities.txt, 25
BahadureKotharkar-2018-FrameworkformeasuringsustainabilityofneighbourhoodsinNagpurIndia.txt, 25
BhattMacwanBhatt-2013-SustainableBuildingAssessmentToolIndianLeadingArchitectsPerceptionsandPreferences.txt, 25
neighbourhoodsustainabilityassessmentinactioncrossevaluationof3assessmentsystems.txt, 25
Institutionalsustainbilityindicators.txt, 25
evaluatingneighbourhoodsustainbilityimportantdelphi.txt, 25
UniversityofJyvskyl-2015-CultureinforandasSustainableDevelopment.txt, 25
IGBCGreenTownships-AbridgedReferenceGuidePilotVersion.txt, 25
Planners-2014-AGlobalSurveyofUrbanSustainabilityRatingTools.txt, 25
BEAMPlusND_Manual.txt, 0
ODPM-2006-SustainableCommunitiesBuildingfortheFuture.txt, 25
AgyemanEvans-2003-TowardJustSustainabilityinUrbanCommunitiesBuildingEquityRightswithSustainableSolutions.txt, 25
Spangenberg-2002-EnvironmentalspaceandtheprismofsustainabilityFrameworksforindicatorsmeasuringsustainabledevelopment.txt, 25
StarCommunities.txt, 25
DuxburyGillettePepper-2007-ExploringtheCulturalDimensionsofSustainability.txt, 25
reconceptualisingsustainbilityassessment.txt, 25
NSF_Kit_Part_1_Introductionnewzealand.txt, 25
KomeilySrinivasan-2015-AneedforbalancedapproachtoneighborhoodsustainabilityassessmentsAcriticalreviewandanalysis.txt, 25
VukRhydianCommunication-Unknown-LOOKINGTOTHEFUTURETOWARDSEDUCATIONFORSUSTAINABLEDEVELOPMENT.txt, 25
Dempseyetal.txt, 25
asystematicreviewofguidingprinciplesforsustainbleurbanneighborhooddevleopment.txt, 25
ValentinSpangenberg-2000-Aguidetocommunitysustainabilityindicators.txt, 25
selectingindicatorsforthesustainabledevelopmentofresidentialneighbourhoodsintripolilibya.txt, 25
institutionaldimensionofsustainability.txt, 25
Nessetal.txt, 25
ReesWackernaegel-2005-UrbanecologicalfootprintswhycitiescannotbesustainableandwhytheyareakeytosustainabilityTheU.txt, 25
cultureinsustainbleurbandevelopmentpracticesandpoliciesforspacesofpossibilityandinstitutionalinnovations.txt, 25
Hawkes-2001-TheFourthPillarofSustainabilityCulture_sessentialroleinpublicplanning.txt, 25
Power-2004-SustainableCommunitiesandSustainableDevelopmentaReviewoftheSustainableCommunitiespPlan.txt, 25
revaluatingsustainbilityassessmentaligningthevsionandpractice.txt, 25
Lozano-2008-Envisioningsustainabilitythree-dimensionally.txt, 25
Miner-1956-Culture.txt, 25
Keiner-2005-Historydefinitionsandmodelsofsustainabledevelopment.txt, 25
Haapio-2012-Towardssustainableurbancommunities.txt, 25
Fraseretal.txt, 25
LawansonFadare-2015-CityCultureandSocietyEnvironmentandhealthdisparitiesinurbancommunitiesFocusonEtiOsaNigeria.txt, 25
PandaChakrabortyMisra-2016-AssessmentofsocialsustainabledevelopmentinurbanIndiabyacompositeindex.txt, 25
Mitcham-1995-Theconceptofsustainabledevelopmentitsoriginsandambivalence.txt, 25
SharifiMurayama-2013-Acriticalreviewofsevenselectedneighborhoodsustainabilityassessmenttools.txt, 25
W.txt, 0
Conference_Paper_Measuring_Neighbourhood_Sustainabilityframework_in_NZ_UPE7_Jan07.txt, 25
aconceptualrevisualizationofustainbilitypathwaysforthedevelopmentofneighbourhoodsustainbility.txt, 16
whatisneighbourhoodcontextandwhydoesitmatterinsustainbilityassessment.txt, 25
Thecomparativeanalysisofneighbourhoodsustainabilityassessmenttool.txt, 25
Mebratu-1998-Sustainabilityandsustainabledevelopment.txt, 25
NSF_Kit_Part_2_The_Neighbourhood_Sustainability_Frameworknewzealand.txt, 25
earthcarftcommunities.txt, 25
Sen-2012-CulturalforSustainableDevelopment.txt, 25
Spangenberg-2002-InstitutionalsustainabilityindicatorsAnanalysisoftheinstitutionsinAgenda21andadraftsetofindicators.txt, 25
viabilityofusingglobalstandardsforneighbourhoodsustaianbility.txt, 25
dogreenneighbourhoodratingscoversustainability.txt, 25
Unknown-2016-SustainabilityandSocialEvolution__byDennisPiragesThreePillarsofSustainability_byStephenviedeiman.txt, 25
LEEDv4ND_04.txt, 25
BCA_GreenMark_2015_Pilot_Slidespresentation.txt, 25
assessmentofsustainableneighbourhood.txt, 25
thesustainableneighbourhoodsforhappiness.txt, 25
GreenMarkDistrcit_singapore.txt, 25
BEAMPlusND_Manual.txt, 0
W.txt, 0
ARTICLES/Consolidated_articles/txt_files/W.txt, 25
